Fecha,Categoria,Producto,ID,Precio_ARS,Precio_USD,Dolar_ARS
2026-03-12,Franuí,Pote Franuí FREE,1005021,7300.0,5.14,1420.0
2026-03-12,Franuí,Dúo FREE,1005204,14600.0,10.28,1420.0
2026-03-12,Franuí,Dúo Franuí FREE + LECHE,1005205,14600.0,10.28,1420.0
2026-03-12,Franuí,Duo Franuí FREE + AMARGO,1005206,14600.0,10.28,1420.0
2026-03-12,Franuí,Duo Franui FREE + PINK,1005207,14600.0,10.28,1420.0
2026-03-12,Franuí,"Team Franui (Leche, Amargo, Pink y Free)",1005208,29200.0,20.56,1420.0
2026-03-12,Franuí,Pote Franuí LECHE,891526,7300.0,5.14,1420.0
2026-03-12,Franuí,Pote Franuí AMARGO,891527,7300.0,5.14,1420.0
2026-03-12,Franuí,Pote Franuí PINK,918847,7300.0,5.14,1420.0
2026-03-12,Franuí,Dúo Franuí PINK,918849,14600.0,10.28,1420.0
2026-03-12,Franuí,Trío Franuí,918850,21900.0,15.42,1420.0
2026-03-12,Rapa-Dúos,Pote FRANUÍ FREE+ 1/4 de helado,1005199,16300.0,11.48,1420.0
2026-03-12,Rapa-Dúos,Pote FRANUÍ FREE + 1/2 kg de Helado,1005203,22300.0,15.7,1420.0
2026-03-12,Rapa-Dúos,Pote FRANUÍ LECHE + 1/4 kg de helado,891534,16300.0,11.48,1420.0
2026-03-12,Rapa-Dúos,Pote FRANUÍ AMARGO + 1/4 kg de helado,910592,16300.0,11.48,1420.0
2026-03-12,Rapa-Dúos,Pote FRANUÍ PINK + 1/4 kg de Helado,919291,16300.0,11.48,1420.0
2026-03-12,Rapa-Dúos,PAILA NUICCIOLATO + 1/4 kg de Helado,910594,17000.0,11.97,1420.0
2026-03-12,Rapa-Dúos,Pote FRANUÍ LECHE + 1/2 kg de Helado,891533,22300.0,15.7,1420.0
2026-03-12,Rapa-Dúos,Pote FRANUÍ AMARGO + 1/2 kg de helado,1005201,22300.0,15.7,1420.0
2026-03-12,Rapa-Dúos,Pote FRANUÍ PINK + 1/2 kg de Helado,919292,22300.0,15.7,1420.0
2026-03-12,Pailas & Garrapiñadas,Almendras bañadas en chocolate leche,891512,7000.0,4.93,1420.0
2026-03-12,Pailas & Garrapiñadas,Almendras bañadas en chocolate semiamargo,891513,7000.0,4.93,1420.0
2026-03-12,Pailas & Garrapiñadas,Avellanas bañadas en chocolate leche,891514,7000.0,4.93,1420.0
2026-03-12,Pailas & Garrapiñadas,Cranberries bañados en chocolate blanco y amargo,891515,7000.0,4.93,1420.0
2026-03-12,Pailas & Garrapiñadas,Maní bañado en chocolate leche,891516,7000.0,4.93,1420.0
2026-03-12,Pailas & Garrapiñadas,Pasas de uva bañadas en chocolate leche,891517,7000.0,4.93,1420.0
2026-03-12,Pailas & Garrapiñadas,Paila Nuicciolato,891518,8000.0,5.63,1420.0
2026-03-12,Pailas & Garrapiñadas,Garrapiñada de almendras sal y caramelo,891520,8000.0,5.63,1420.0
2026-03-12,Pailas & Garrapiñadas,Garrapiñada de almendras,891521,5500.0,3.87,1420.0
2026-03-12,Pailas & Garrapiñadas,Garrapiñada de avellanas,891522,5500.0,3.87,1420.0
2026-03-12,Pailas & Garrapiñadas,Garrapiñada de castañas de cajú,891523,5500.0,3.87,1420.0
2026-03-12,Pailas & Garrapiñadas,Garrapiñada de nueces pecan,891524,5500.0,3.87,1420.0
2026-03-12,Línea Pistacho & Dubái,Tableta Pistachos,891549,7500.0,5.28,1420.0
2026-03-12,Línea Pistacho & Dubái,Praliné Pistachos Caramelizados,909843,6000.0,4.23,1420.0
2026-03-12,Línea Pistacho & Dubái,Dúo Pistacho Lovers,891537,15500.0,10.92,1420.0
2026-03-12,Línea Pistacho & Dubái,Paila Pistachos Bañados,891519,8000.0,5.63,1420.0
2026-03-12,Línea Marroc & Nuicciolato,Crema Marroc,891504,12500.0,8.8,1420.0
2026-03-12,Línea Marroc & Nuicciolato,Barrita marroc 50 grs,891505,4200.0,2.96,1420.0
2026-03-12,Línea Marroc & Nuicciolato,Barrita marroc 100 grs,891506,7000.0,4.93,1420.0
2026-03-12,Línea Marroc & Nuicciolato,Barrita marroc crocante 50 grs,891507,4200.0,2.96,1420.0
2026-03-12,Línea Marroc & Nuicciolato,Crema Nuicciola,891509,16000.0,11.27,1420.0
2026-03-12,Línea Marroc & Nuicciolato,Mini huevo nuicciola x 5,891510,4500.0,3.17,1420.0
2026-03-12,Línea Marroc & Nuicciolato,Nuicciolato,891511,4200.0,2.96,1420.0
2026-03-12,Línea Marroc & Nuicciolato,Dúo Nuicciolato Lovers,891538,12200.0,8.59,1420.0
2026-03-12,Línea Milhojas & Praliné,Milhojas Chocolate Blanco,909841,4200.0,2.96,1420.0
2026-03-12,Chocolates,Tableta de chocolate 80% cacao,891561,6500.0,4.58,1420.0
2026-03-12,Chocolates,Tableta de chocolate 70% cacao,891560,6500.0,4.58,1420.0
2026-03-12,Chocolates,Tableta de chocolate 60% cacao,891559,6500.0,4.58,1420.0
2026-03-12,Chocolates,Tableta de chocolate 60% cacao SIN azúcar,891558,6500.0,4.58,1420.0
2026-03-12,Chocolates,Tableta sal y caramelo 60% cacao,891557,7500.0,5.28,1420.0
2026-03-12,Chocolates,Tableta Mini Gota,891551,4700.0,3.31,1420.0
2026-03-12,Chocolates,Tableta de chocolate leche con almendras SIN azúcar,891548,6500.0,4.58,1420.0
2026-03-12,Chocolates,Tableta de chocolate blanco,891546,6500.0,4.58,1420.0
2026-03-12,Chocolates,Rama amarga 60 grs,891542,5000.0,3.52,1420.0
2026-03-12,Chocolates,Rama leche 60 grs,891540,5000.0,3.52,1420.0
2026-03-12,Chocolates,Chocolate para Fondue Tradicional,891478,12000.0,8.45,1420.0
2026-03-12,Chocolates,Tableta Chocolate Blanco con Limón y Jengibre,987726,4500.0,3.17,1420.0
2026-03-12,Chocolates,Tableta Chocolate con Frambuesa y Cranberries,987727,4500.0,3.17,1420.0
2026-03-12,Alfajores,Alfajor blanco con almendras de dulce de leche,980889,2500.0,1.76,1420.0
2026-03-12,Alfajores,Alfajor de mousse de chocolate bañado en chocolate amargo,891571,2500.0,1.76,1420.0
2026-03-12,Alfajores,Alfajor de dulce de leche bañado en chocolate semiamargo,891567,2500.0,1.76,1420.0
2026-03-12,Alfajores,Alfajor de dulce de frambuesas bañado en chocolate con leche,891569,2500.0,1.76,1420.0
2026-03-12,Alfajores,Alfajor de dulce de frambuesas glaseado,891570,2500.0,1.76,1420.0
2026-03-12,Alfajores,Alfajor de dulce de leche con almendras y avellanas bañado en chocolate leche,891572,2500.0,1.76,1420.0
2026-03-12,Alfajores,Alfajores de Choco & DDL X 6,891573,15000.0,10.56,1420.0
2026-03-12,Alfajores,Alfajores Mix Mousse X 6,891574,15000.0,10.56,1420.0
2026-03-12,Alfajores,Alfajores Mix Frambuesa X 6,891575,15000.0,10.56,1420.0
2026-03-12,Alfajores,Alfajores Mix Chocolate X 6,970760,15000.0,10.56,1420.0
2026-03-12,Para los Peques,Ositos blancos x 6,891579,6000.0,4.23,1420.0
2026-03-12,Regalos,Caja Mosaico,966679,24000.0,16.9,1420.0
2026-03-12,Regalos,Caja surtido armada 250 g (No personalizable.),891501,18500.0,13.03,1420.0
2026-03-12,Regalos,Caja surtido armada 500 g (No personalizable.),891502,37000.0,26.06,1420.0
2026-03-12,Regalos,Baguette Chico,918845,10000.0,7.04,1420.0
2026-03-12,Regalos,Caja surtido armada 1 kg (No personalizable.),891503,74000.0,52.11,1420.0
2026-03-12,Regalos,Lata Naranja,922001,16000.0,11.27,1420.0
2026-03-12,Para el Té,Dulce de Frutilla,891474,11000.0,7.75,1420.0
2026-03-12,Para el Té,Rapanuino Clásico,891472,4000.0,2.82,1420.0
2026-03-12,Para el Té,Dulce de Sauco,891475,11000.0,7.75,1420.0
2026-03-12,Para el Té,Rapanuino Blanco,891471,4000.0,2.82,1420.0
2026-03-12,Para el Té,Submarino x 3,891481,6000.0,4.23,1420.0
2026-03-12,Para el Té,Café molido,891486,14000.0,9.86,1420.0
2026-03-12,Para el Té,Café en grano,891487,14500.0,10.21,1420.0
2026-03-12,Para el Té,Turrón de Almendras bañado chocolate semiamargo,938736,7000.0,4.93,1420.0
2026-03-13,Pascuas,Conejo Orejón Leche 40 grs.,970138,4500.0,3.19,1410.0
2026-03-13,Pascuas,Conejo Orejón Blanco 40 grs.,970139,4500.0,3.19,1410.0
2026-03-13,Pascuas,Conejo Orejón Amargo 40 grs.,970140,4500.0,3.19,1410.0
2026-03-13,Pascuas,Duo Conejo Orejón Leche + Blanco,970153,9000.0,6.38,1410.0
2026-03-13,Pascuas,Duo Conejo Orejón Amargo + Blanco,970154,9000.0,6.38,1410.0
2026-03-13,Pascuas,Trio Conejo Orejón,970155,13500.0,9.57,1410.0
2026-03-13,Pascuas,Huevo de chocolate con leche 80 grs,971305,9000.0,6.38,1410.0
2026-03-13,Pascuas,Huevo de chocolate con leche 120 grs.,971306,12500.0,8.87,1410.0
2026-03-13,Pascuas,Huevo de chocolate con leche 200 grs.,971307,23000.0,16.31,1410.0
2026-03-13,Pascuas,Huevo de chocolate con leche 360 grs.,971308,43000.0,30.5,1410.0
2026-03-13,Pascuas,Huevo de chocolate leche con almendras 250 grs.,971309,28000.0,19.86,1410.0
2026-03-13,Pascuas,Huevo de chocolate leche con almendras 360 grs,971323,43000.0,30.5,1410.0
2026-03-13,Pascuas,Huevo de chocolate blanco 80 grs.,971325,9000.0,6.38,1410.0
2026-03-13,Pascuas,Huevo de chocolate blanco 120 grs.,971326,12500.0,8.87,1410.0
2026-03-13,Pascuas,Huevo de chocolate blanco 200 grs.,971327,23000.0,16.31,1410.0
2026-03-13,Pascuas,Huevo Gran Marroc 270 grs.,971334,36500.0,25.89,1410.0
2026-03-13,Pascuas,Huevo Pistacho 280 g.,971335,43500.0,30.85,1410.0
2026-03-13,Pascuas,Huevo Sin azúcar. 200 g.,971336,25000.0,17.73,1410.0
2026-03-13,Pascuas,Huevo Animal print 360 grs.,971338,51000.0,36.17,1410.0
2026-03-13,Pascuas,Huevo Nuicciola 60 grs.,971340,8000.0,5.67,1410.0
2026-03-13,Pascuas,Huevo Marroc 60 grs.,971341,8000.0,5.67,1410.0
2026-03-13,Pascuas,Caja conejos Panzones rellenos,971342,6000.0,4.26,1410.0
2026-03-13,Pascuas,Lapiz Minihuevo DDL x9,971343,6000.0,4.26,1410.0
2026-03-13,Pascuas,Lapiz Minihuevo nuicciola x 5,971344,4500.0,3.19,1410.0
2026-03-13,Pascuas,Lapiz Minihuevo hueco leche x 18,971345,9000.0,6.38,1410.0
2026-03-13,Pascuas,Lapiz Minihuevo hueco blanco x 18,971346,9000.0,6.38,1410.0
2026-03-13,Pascuas,Bolsa Minihuevos Choco Leche 125 Grs.,971347,12500.0,8.87,1410.0
2026-03-13,Pascuas,Conejo panzon chico leche 25 grs.,971348,5000.0,3.55,1410.0
2026-03-13,Pascuas,Conejo Panzon grande leche 130 grs.,971349,16500.0,11.7,1410.0
2026-03-13,Pascuas,Conejo con huevo mediano leche 150 grs.,971350,22000.0,15.6,1410.0
2026-03-13,Pascuas,Conejo con huevo mediano amargo 150 grs.,971351,22000.0,15.6,1410.0
2026-03-13,Pascuas,Conejo con huevo grande leche 220 grs.,971352,28500.0,20.21,1410.0
2026-03-13,Pascuas,Gallina con 6 huevos 90 grs.,971353,10500.0,7.45,1410.0
2026-03-13,Pascuas,Rosca de pascuas Frambuesa Chocolate,971354,22500.0,15.96,1410.0
2026-03-13,Pascuas,Rosca de pascuas Pistacho,971356,22500.0,15.96,1410.0
2026-03-13,Pascuas,Conejo con huevo chico leche 40 gr,971397,6500.0,4.61,1410.0
2026-03-13,Pascuas,Huevo de chocolate leche con almendras 800 grs.,972001,91000.0,64.54,1410.0
2026-03-13,Pascuas,Huevo de chocolate leche con almendras 1.1 kg.,972002,104500.0,74.11,1410.0
2026-03-13,Pascuas,Huevo Mini Pistacho 60 gr,1017846,9000.0,6.38,1410.0
2026-03-13,Helados,1/4 kg de Helado,891563,9000.0,6.38,1410.0
2026-03-13,Helados,1/2 kg de Helado,891564,15000.0,10.64,1410.0
2026-03-13,Helados,1 kg de Helado,891566,25000.0,17.73,1410.0
2026-03-13,Helados,Cucurucho,983077,800.0,0.57,1410.0
2026-03-13,Helados,Vaso Polipapel,1014444,400.0,0.28,1410.0
2026-03-13,Helados,Vaso Pasta,1014445,400.0,0.28,1410.0
2026-03-13,Franuí,Pote Franuí FREE,1005021,7300.0,5.18,1410.0
2026-03-13,Franuí,Dúo FREE,1005204,14600.0,10.35,1410.0
2026-03-13,Franuí,Dúo Franuí FREE + LECHE,1005205,14600.0,10.35,1410.0
2026-03-13,Franuí,Duo Franuí FREE + AMARGO,1005206,14600.0,10.35,1410.0
2026-03-13,Franuí,Duo Franui FREE + PINK,1005207,14600.0,10.35,1410.0
2026-03-13,Franuí,"Team Franui (Leche, Amargo, Pink y Free)",1005208,29200.0,20.71,1410.0
2026-03-13,Franuí,Pote Franuí LECHE,891526,7300.0,5.18,1410.0
2026-03-13,Franuí,Pote Franuí AMARGO,891527,7300.0,5.18,1410.0
2026-03-13,Franuí,Pote Franuí PINK,918847,7300.0,5.18,1410.0
2026-03-13,Franuí,Dúo Franuí PINK,918849,14600.0,10.35,1410.0
2026-03-13,Franuí,Trío Franuí,918850,21900.0,15.53,1410.0
2026-03-13,Rapa-Dúos,Pote FRANUÍ FREE+ 1/4 de helado,1005199,16300.0,11.56,1410.0
2026-03-13,Rapa-Dúos,Pote FRANUÍ FREE + 1/2 kg de Helado,1005203,22300.0,15.82,1410.0
2026-03-13,Rapa-Dúos,Pote FRANUÍ LECHE + 1/4 kg de helado,891534,16300.0,11.56,1410.0
2026-03-13,Rapa-Dúos,Pote FRANUÍ AMARGO + 1/4 kg de helado,910592,16300.0,11.56,1410.0
2026-03-13,Rapa-Dúos,Pote FRANUÍ PINK + 1/4 kg de Helado,919291,16300.0,11.56,1410.0
2026-03-13,Rapa-Dúos,PAILA NUICCIOLATO + 1/4 kg de Helado,910594,17000.0,12.06,1410.0
2026-03-13,Rapa-Dúos,Pote FRANUÍ LECHE + 1/2 kg de Helado,891533,22300.0,15.82,1410.0
2026-03-13,Rapa-Dúos,Pote FRANUÍ AMARGO + 1/2 kg de helado,1005201,22300.0,15.82,1410.0
2026-03-13,Rapa-Dúos,Pote FRANUÍ PINK + 1/2 kg de Helado,919292,22300.0,15.82,1410.0
2026-03-13,Pailas & Garrapiñadas,Almendras bañadas en chocolate leche,891512,7000.0,4.96,1410.0
2026-03-13,Pailas & Garrapiñadas,Almendras bañadas en chocolate semiamargo,891513,7000.0,4.96,1410.0
2026-03-13,Pailas & Garrapiñadas,Avellanas bañadas en chocolate leche,891514,7000.0,4.96,1410.0
2026-03-13,Pailas & Garrapiñadas,Cranberries bañados en chocolate blanco y amargo,891515,7000.0,4.96,1410.0
2026-03-13,Pailas & Garrapiñadas,Maní bañado en chocolate leche,891516,7000.0,4.96,1410.0
2026-03-13,Pailas & Garrapiñadas,Pasas de uva bañadas en chocolate leche,891517,7000.0,4.96,1410.0
2026-03-13,Pailas & Garrapiñadas,Paila Nuicciolato,891518,8000.0,5.67,1410.0
2026-03-13,Pailas & Garrapiñadas,Garrapiñada de almendras sal y caramelo,891520,8000.0,5.67,1410.0
2026-03-13,Pailas & Garrapiñadas,Garrapiñada de almendras,891521,5500.0,3.9,1410.0
2026-03-13,Pailas & Garrapiñadas,Garrapiñada de avellanas,891522,5500.0,3.9,1410.0
2026-03-13,Pailas & Garrapiñadas,Garrapiñada de castañas de cajú,891523,5500.0,3.9,1410.0
2026-03-13,Pailas & Garrapiñadas,Garrapiñada de nueces pecan,891524,5500.0,3.9,1410.0
2026-03-13,Línea Pistacho & Dubái,Tableta Dubai 80 grs,998444,8500.0,6.03,1410.0
2026-03-13,Línea Pistacho & Dubái,Tableta Pistachos,891549,7500.0,5.32,1410.0
2026-03-13,Línea Pistacho & Dubái,Praliné Pistachos Caramelizados,909843,6000.0,4.26,1410.0
2026-03-13,Línea Pistacho & Dubái,Dúo Pistacho Lovers,891537,15500.0,10.99,1410.0
2026-03-13,Línea Pistacho & Dubái,Paila Pistachos Bañados,891519,8000.0,5.67,1410.0
2026-03-13,Línea Marroc & Nuicciolato,Crema Marroc,891504,12500.0,8.87,1410.0
2026-03-13,Línea Marroc & Nuicciolato,Barrita marroc 50 grs,891505,4200.0,2.98,1410.0
2026-03-13,Línea Marroc & Nuicciolato,Barrita marroc 100 grs,891506,7000.0,4.96,1410.0
2026-03-13,Línea Marroc & Nuicciolato,Barrita marroc crocante 50 grs,891507,4200.0,2.98,1410.0
2026-03-13,Línea Marroc & Nuicciolato,Caja marroc crocante 275 grs,891508,19000.0,13.48,1410.0
2026-03-13,Línea Marroc & Nuicciolato,Crema Nuicciola,891509,16000.0,11.35,1410.0
2026-03-13,Línea Marroc & Nuicciolato,Mini huevo nuicciola x 5,891510,4500.0,3.19,1410.0
2026-03-13,Línea Marroc & Nuicciolato,Nuicciolato,891511,4200.0,2.98,1410.0
2026-03-13,Línea Marroc & Nuicciolato,Dúo Nuicciolato Lovers,891538,12200.0,8.65,1410.0
2026-03-13,Línea Milhojas & Praliné,Milhojas Chocolate con leche,909840,4200.0,2.98,1410.0
2026-03-13,Línea Milhojas & Praliné,Milhojas Chocolate Blanco,909841,4200.0,2.98,1410.0
2026-03-13,Chocolates,Tableta de chocolate 80% cacao,891561,6500.0,4.61,1410.0
2026-03-13,Chocolates,Tableta de chocolate 70% cacao,891560,6500.0,4.61,1410.0
2026-03-13,Chocolates,Tableta de chocolate 60% cacao,891559,6500.0,4.61,1410.0
2026-03-13,Chocolates,Tableta de chocolate 60% cacao SIN azúcar,891558,6500.0,4.61,1410.0
2026-03-13,Chocolates,Tableta sal y caramelo 60% cacao,891557,7500.0,5.32,1410.0
2026-03-13,Chocolates,Tableta Mini Gota,891551,4700.0,3.33,1410.0
2026-03-13,Chocolates,Tableta Gota,891550,9000.0,6.38,1410.0
2026-03-13,Chocolates,Tableta de chocolate leche con almendras SIN azúcar,891548,6500.0,4.61,1410.0
2026-03-13,Chocolates,Tableta de chocolate leche con almendras,891547,7500.0,5.32,1410.0
2026-03-13,Chocolates,Tableta de chocolate blanco,891546,6500.0,4.61,1410.0
2026-03-13,Chocolates,Tableta de chocolate con leche,891545,6500.0,4.61,1410.0
2026-03-13,Chocolates,Ramón,891544,16000.0,11.35,1410.0
2026-03-13,Chocolates,Rama mixta x 2,891543,10000.0,7.09,1410.0
2026-03-13,Chocolates,Rama amarga 60 grs,891542,5000.0,3.55,1410.0
2026-03-13,Chocolates,Rama blanca 60 grs,891541,5000.0,3.55,1410.0
2026-03-13,Chocolates,Rama leche 60 grs,891540,5000.0,3.55,1410.0
2026-03-13,Chocolates,Chocolate para Fondue Tradicional,891478,12000.0,8.51,1410.0
2026-03-13,Chocolates,Tableta Chocolate Blanco con Limón y Jengibre,987726,4500.0,3.19,1410.0
2026-03-13,Chocolates,Tableta Chocolate con Frambuesa y Cranberries,987727,4500.0,3.19,1410.0
2026-03-13,Alfajores,Alfajor blanco con almendras de dulce de leche,980889,2500.0,1.77,1410.0
2026-03-13,Alfajores,Alfajor de mousse de chocolate bañado en chocolate amargo,891571,2500.0,1.77,1410.0
2026-03-13,Alfajores,Alfajor de dulce de leche bañado en chocolate semiamargo,891567,2500.0,1.77,1410.0
2026-03-13,Alfajores,Alfajor de dulce de frambuesas bañado en chocolate con leche,891569,2500.0,1.77,1410.0
2026-03-13,Alfajores,Alfajor de dulce de frambuesas glaseado,891570,2500.0,1.77,1410.0
2026-03-13,Alfajores,Alfajor de dulce de leche con almendras y avellanas bañado en chocolate leche,891572,2500.0,1.77,1410.0
2026-03-13,Alfajores,Alfajores de Choco & DDL X 6,891573,15000.0,10.64,1410.0
2026-03-13,Alfajores,Alfajores Mix Mousse X 6,891574,15000.0,10.64,1410.0
2026-03-13,Alfajores,Alfajores Mix Frambuesa X 6,891575,15000.0,10.64,1410.0
2026-03-13,Alfajores,Alfajores Mix Chocolate X 6,970760,15000.0,10.64,1410.0
2026-03-13,Regalos,Caja Mosaico,966679,24000.0,17.02,1410.0
2026-03-13,Regalos,Caja surtido armada 250 g (No personalizable.),891501,18500.0,13.12,1410.0
2026-03-13,Regalos,Caja surtido armada 500 g (No personalizable.),891502,37000.0,26.24,1410.0
2026-03-13,Regalos,Corazones x 5,1009979,4500.0,3.19,1410.0
2026-03-13,Regalos,Baguette Chico,918845,10000.0,7.09,1410.0
2026-03-13,Regalos,Caja surtido armada 1 kg (No personalizable.),891503,74000.0,52.48,1410.0
2026-03-13,Regalos,Lata Naranja,922001,16000.0,11.35,1410.0
2026-03-13,Regalos,Licor de Dulce de Leche 250 ml,891484,13000.0,9.22,1410.0
2026-03-13,Regalos,Trufas x 3,1004858,4000.0,2.84,1410.0
2026-03-13,Para el Té,Dulce de Frutilla,891474,11000.0,7.8,1410.0
2026-03-13,Para el Té,Rapanuino Clásico,891472,4000.0,2.84,1410.0
2026-03-13,Para el Té,Dulce de Sauco,891475,11000.0,7.8,1410.0
2026-03-13,Para el Té,Rapanuino Blanco,891471,4000.0,2.84,1410.0
2026-03-13,Para el Té,Submarino x 3,891481,6000.0,4.26,1410.0
2026-03-13,Para el Té,Torta Galesa,891469,9500.0,6.74,1410.0
2026-03-13,Para el Té,Café molido,891486,14000.0,9.93,1410.0
2026-03-13,Para el Té,Café en grano,891487,14500.0,10.28,1410.0
2026-03-13,Para el Té,Turrón de Almendras bañado chocolate semiamargo,938736,7000.0,4.96,1410.0
2026-03-14,Pascuas,Conejo Orejón Leche 40 grs.,970138,4500.0,3.17,1420.0
2026-03-14,Pascuas,Conejo Orejón Blanco 40 grs.,970139,4500.0,3.17,1420.0
2026-03-14,Pascuas,Conejo Orejón Amargo 40 grs.,970140,4500.0,3.17,1420.0
2026-03-14,Pascuas,Duo Conejo Orejón Leche + Blanco,970153,9000.0,6.34,1420.0
2026-03-14,Pascuas,Duo Conejo Orejón Amargo + Blanco,970154,9000.0,6.34,1420.0
2026-03-14,Pascuas,Trio Conejo Orejón,970155,13500.0,9.51,1420.0
2026-03-14,Pascuas,Huevo de chocolate con leche 80 grs,971305,9000.0,6.34,1420.0
2026-03-14,Pascuas,Huevo de chocolate con leche 120 grs.,971306,12500.0,8.8,1420.0
2026-03-14,Pascuas,Huevo de chocolate con leche 200 grs.,971307,23000.0,16.2,1420.0
2026-03-14,Pascuas,Huevo de chocolate con leche 360 grs.,971308,43000.0,30.28,1420.0
2026-03-14,Pascuas,Huevo de chocolate leche con almendras 250 grs.,971309,28000.0,19.72,1420.0
2026-03-14,Pascuas,Huevo de chocolate leche con almendras 360 grs,971323,43000.0,30.28,1420.0
2026-03-14,Pascuas,Huevo de chocolate blanco 80 grs.,971325,9000.0,6.34,1420.0
2026-03-14,Pascuas,Huevo de chocolate blanco 120 grs.,971326,12500.0,8.8,1420.0
2026-03-14,Pascuas,Huevo de chocolate blanco 200 grs.,971327,23000.0,16.2,1420.0
2026-03-14,Pascuas,Huevo Gran Marroc 270 grs.,971334,36500.0,25.7,1420.0
2026-03-14,Pascuas,Huevo Pistacho 280 g.,971335,43500.0,30.63,1420.0
2026-03-14,Pascuas,Huevo Sin azúcar. 200 g.,971336,25000.0,17.61,1420.0
2026-03-14,Pascuas,Huevo Animal print 360 grs.,971338,51000.0,35.92,1420.0
2026-03-14,Pascuas,Huevo Nuicciola 60 grs.,971340,8000.0,5.63,1420.0
2026-03-14,Pascuas,Huevo Marroc 60 grs.,971341,8000.0,5.63,1420.0
2026-03-14,Pascuas,Lapiz Minihuevo nuicciola x 5,971344,4500.0,3.17,1420.0
2026-03-14,Pascuas,Lapiz Minihuevo hueco leche x 18,971345,9000.0,6.34,1420.0
2026-03-14,Pascuas,Lapiz Minihuevo hueco blanco x 18,971346,9000.0,6.34,1420.0
2026-03-14,Pascuas,Bolsa Minihuevos Choco Leche 125 Grs.,971347,12500.0,8.8,1420.0
2026-03-14,Pascuas,Conejo panzon chico leche 25 grs.,971348,5000.0,3.52,1420.0
2026-03-14,Pascuas,Conejo Panzon grande leche 130 grs.,971349,16500.0,11.62,1420.0
2026-03-14,Pascuas,Conejo con huevo mediano leche 150 grs.,971350,22000.0,15.49,1420.0
2026-03-14,Pascuas,Conejo con huevo mediano amargo 150 grs.,971351,22000.0,15.49,1420.0
2026-03-14,Pascuas,Conejo con huevo grande leche 220 grs.,971352,28500.0,20.07,1420.0
2026-03-14,Pascuas,Gallina con 6 huevos 90 grs.,971353,10500.0,7.39,1420.0
2026-03-14,Pascuas,Rosca de pascuas Frambuesa Chocolate,971354,22500.0,15.85,1420.0
2026-03-14,Pascuas,Rosca de pascuas Pistacho,971356,22500.0,15.85,1420.0
2026-03-14,Pascuas,Conejo con huevo chico leche 40 gr,971397,6500.0,4.58,1420.0
2026-03-14,Pascuas,Huevo de chocolate leche con almendras 800 grs.,972001,91000.0,64.08,1420.0
2026-03-14,Pascuas,Huevo Mini Pistacho 60 gr,1017846,9000.0,6.34,1420.0
2026-03-14,Helados,1/4 kg de Helado,891563,9000.0,6.34,1420.0
2026-03-14,Helados,1/2 kg de Helado,891564,15000.0,10.56,1420.0
2026-03-14,Helados,1 kg de Helado,891566,25000.0,17.61,1420.0
2026-03-14,Helados,Cucurucho,983077,800.0,0.56,1420.0
2026-03-14,Helados,Vaso Polipapel,1014444,400.0,0.28,1420.0
2026-03-14,Helados,Vaso Pasta,1014445,400.0,0.28,1420.0
2026-03-14,Franuí,Pote Franuí FREE,1005021,7300.0,5.14,1420.0
2026-03-14,Franuí,Dúo FREE,1005204,14600.0,10.28,1420.0
2026-03-14,Franuí,Dúo Franuí FREE + LECHE,1005205,14600.0,10.28,1420.0
2026-03-14,Franuí,Duo Franuí FREE + AMARGO,1005206,14600.0,10.28,1420.0
2026-03-14,Franuí,Duo Franui FREE + PINK,1005207,14600.0,10.28,1420.0
2026-03-14,Franuí,"Team Franui (Leche, Amargo, Pink y Free)",1005208,29200.0,20.56,1420.0
